#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 4096  8192     0     0  4.00971e+01  4.02265e-03 -7.25941e-02  3502
 4096  8192     0     0  2.06171e+01  4.87330e-03 -1.09730e-01  7334
 4096  8192     0     0  1.65836e+01  5.06842e-03 -8.65167e-02  7676
 4096  8192     0     0  2.63471e+01  5.75728e-03  8.08231e-02  6484
 4096  8192     0     0  4.25270e+00  3.97896e-03  1.13192e-01  5870
 4096  8192     0     0  4.67974e+01  4.75733e-03 -1.03227e-01  2154
 4096  8192     0     0  1.23167e+01  4.71597e-03 -1.22252e-01  4368
 4096  8192     0     0  2.49433e+01  4.65835e-03 -1.04633e-01   848
 4096  8192     0     0  6.20072e+00  4.70762e-03 -1.12390e-01  2620
 4096  8192     0     0  1.01534e+02  4.48768e-03 -1.06589e-01    24
 4096  8192     0     0  1.84449e+01  4.50365e-03 -1.11285e-01  2658
 4096  8192     0     0  1.86833e+01  4.17824e-03 -1.24139e-01  4112
 4096  8192     0     0  1.72485e+01  4.37873e-03 -1.30148e-01  3248
 4096  8192     0     0  1.00690e+01  4.01228e-03  1.43058e-01  3288
 4096  8192     0     0  6.37295e+00  4.07706e-03 -1.54325e-01  4112
 4096  8192     0     0  2.37096e+02  3.84422e-03 -1.16597e-01  2094
 4096  8192     0     0  2.77191e+01  3.59286e-03 -1.10733e-01  1474
 4096  8192     0     0  1.32348e+01  3.61471e-03  1.51296e-01  5350
 4096  8192     0     0  3.50722e+01  3.76134e-03 -1.39864e-01  3224
 4096  8192     0     0  3.36626e+01  3.34469e-03  1.47728e-01  4362
 4096  8192     0     0  1.52038e+01  4.07078e-03 -1.22510e-01   856
 4096  8192     0     0  3.33668e+01  3.64244e-03 -1.89243e-01   856
 4096  8192     0     0  2.86082e+01  3.55759e-03  1.33891e-01  5602
 4096  8192     0     0  2.01759e+01  3.36641e-03  1.49948e-01   802
 4096  8192     0     0  2.25779e+01  3.56237e-03 -1.34543e-01  3224
 4096  8192     0     0  4.59760e+01  3.36377e-03  1.21514e-01  5602
 4096  8192     0     0  7.78307e+01  3.97975e-03  1.28986e-01  1268
 4096  8192     0     0  7.00868e+01  3.23103e-03 -1.17115e-01  7374
 4096  8192     0     0  1.09218e+01  3.53098e-03 -1.23279e-01  3248
 4096  8192     0     0  2.24646e+01  2.50775e-03 -1.26708e-01  4636
 4096  8192     0     0  3.22312e+01  3.35913e-03 -1.39996e-01  4112
 4096  8192     0     0  4.78676e+01  3.51482e-03  1.40401e-01  3312
 4096  8192     0     0  2.54406e+01  3.30300e-03 -1.08040e-01  1990
 4096  8192     0     0  1.37237e+01  3.12363e-03 -1.24044e-01  4006
 4096  8192     0     0  2.41792e+01  3.84542e-03 -1.16288e-01  4924
 4096  8192     0     0  2.79678e+01  3.40902e-03 -1.16973e-01  4674
 4096  8192     0     0  5.99872e+01  3.75271e-03  1.68803e-01  7366
 4096  8192     0     0  1.06581e+02  2.69137e-03 -1.07733e-01  6776
 4096  8192     0     0  1.44845e+02  3.96438e-03  1.00183e-01  4898
 4096  8192     0     0  2.33264e+01  3.35752e-03 -1.20485e-01   348
 4096  8192     0     0  6.44129e+01  3.45523e-03 -1.14174e-01  4002
 4096  8192     0     0  1.77740e+02  3.52781e-03 -1.05898e-01  3224
 4096  8192     0     0  2.74656e+01  3.59416e-03 -1.03341e-01  3508
 4096  8192     0     0  1.93294e+01  2.64334e-03  1.15236e-01  6704
