-1.728509874664262114e+01  0.000000000000000000e+00   4.405411596929349116e+02  4.744931552340474479e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.737000974556167066e+01  0.000000000000000000e+00   4.476435120279497824e+02  4.836524229210867332e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.787636795009516533e+01  0.000000000000000000e+00   4.596926029932284337e+02  4.384969490490997490e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.861106705711508269e+01  0.000000000000000000e+00   4.769756166193211584e+02  3.770624317659623803e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.916320811240738209e+01  0.000000000000000000e+00   4.959621962334912837e+02  3.505545872480149705e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.978218077107574047e+01  0.000000000000000000e+00   5.133751023521077741e+02  3.118569187925163133e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.049423777855994544e+01  0.000000000000000000e+00   5.353365317107758301e+02  2.745689653406025443e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.087656813404715805e+01  0.000000000000000000e+00   5.475938744180658659e+02  2.564359865957822060e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.126837412275552097e+01  0.000000000000000000e+00   5.617192878085666052e+02  2.417974227052621383e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.189473947537043585e+01  0.000000000000000000e+00   5.868540632964346742e+02  2.241948611482507125e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.229118241322278138e+01  0.000000000000000000e+00   5.945760050511190684e+02  1.965784224036282168e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.230409257308508231e+01  0.000000000000000000e+00   5.932977038397168599e+02  1.926240135181137014e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.266514486247990234e+01  0.000000000000000000e+00   6.053877101827312117e+02  1.784647645475363753e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.353491747263637635e+01  0.000000000000000000e+00   6.462303435303368815e+02  1.667074923125788088e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.418300454203405181e+01  0.000000000000000000e+00   6.695617933356646745e+02  1.449068374603368070e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.439658040655275428e+01  0.000000000000000000e+00   6.789908722708502182e+02  1.407908319748337467e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.421475164427209847e+01  0.000000000000000000e+00   6.632261634694187933e+02  1.311015878176375327e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.458405773096137281e+01  0.000000000000000000e+00   6.812343661562231318e+02  1.271699820161084904e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.546325163457762741e+01  0.000000000000000000e+00   7.186690827989107220e+02  1.084120489565868900e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.566520810677338105e+01  0.000000000000000000e+00   7.262723381708374291e+02  1.025795245048610888e-01 0.000000000000000000e+00 0.000000000000000000e+00
-2.566405496106262163e+01  0.000000000000000000e+00   7.233485977867630936e+02  9.823957788995971163e-02 0.000000000000000000e+00 0.000000000000000000e+00
-2.604264906300367244e+01  0.000000000000000000e+00   7.424139509934930174e+02  9.465132472367383809e-02 0.000000000000000000e+00 0.000000000000000000e+00
-2.622945282709245873e+01  0.000000000000000000e+00   7.531815587009778028e+02  9.476578605796071031e-02 0.000000000000000000e+00 0.000000000000000000e+00
