#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 4614  9224     0     4  2.12096e+03  0.00000e+00 -1.37885e-03     5
 4614  9224     0     4  2.30602e+03  0.00000e+00  1.72465e-03     5
 4614  9224     0     4  2.51916e+03  0.00000e+00  1.20547e-03     5
 4614  9224     0     4  2.66886e+03  0.00000e+00  6.34606e-04   441
 4614  9224     0     4  2.83306e+03  0.00000e+00  8.13520e-04     4
 4614  9224     0     4  3.13612e+03  0.00000e+00  7.44492e-04   441
 4614  9224     0     4  3.27410e+03  0.00000e+00 -1.16164e-03     9
 4614  9224     0     4  3.52123e+03  0.00000e+00  1.70925e-03     5
 4614  9224     0     4  3.67476e+03  0.00000e+00  8.16502e-04   441
 4614  9224     0     4  3.93004e+03  0.00000e+00  8.04817e-04   441
 4614  9224     0     4  4.05694e+03  0.00000e+00  7.77198e-04     5
 4614  9224     0     4  4.37204e+03  0.00000e+00 -1.06817e-03     5
 4614  9224     0     4  4.56513e+03  0.00000e+00 -7.19202e-04   447
 4614  9224     0     4  4.69394e+03  0.00000e+00  1.37573e-03     5
 4614  9224     0     4  4.91460e+03  0.00000e+00 -9.88250e-04     4
 4614  9224     0     4  5.21069e+03  0.00000e+00 -9.55232e-04     8
 4614  9224     0     4  5.16494e+03  0.00000e+00 -8.31618e-04     9
 4614  9224     0     4  5.38347e+03  0.00000e+00 -1.29390e-03     8
 4614  9224     0     4  5.69608e+03  0.00000e+00 -7.71527e-04     8
 4614  9224     0     4  9.15271e+03  0.00000e+00  7.97307e-04   441
 4614  9224     0     4  6.47737e+03  0.00000e+00  1.08419e-03     9
 4614  9224     0     4  6.71647e+03  0.00000e+00 -9.07412e-04     5
 4614  9224     0     4  7.00707e+03  0.00000e+00  1.19886e-03     4
 4614  9224     0     4  7.47490e+03  0.00000e+00  7.60034e-04     9
 4614  9224     0     4  7.83077e+03  0.00000e+00  1.20788e-03     4
 4614  9224     0     4  8.05875e+03  0.00000e+00 -9.22823e-04     4
 4614  9224     0     4  8.35115e+03  0.00000e+00  8.63067e-04     4
 4614  9224     0     4  8.64393e+03  0.00000e+00  6.95701e-04     8
 4614  9224     0     4  9.09129e+03  0.00000e+00 -6.11806e-04     9
 4614  9224     0     4  9.06013e+03  0.00000e+00 -1.02663e-03     9
 4614  9224     0     4  9.42072e+03  0.00000e+00  6.53923e-04     4
 4614  9224     0     4  9.92813e+03  0.00000e+00 -9.84814e-04     9
 4614  9224     0     4  1.01705e+04  0.00000e+00 -8.06601e-04     9
 4614  9224     0     4  1.08676e+04  0.00000e+00  7.38072e-04     5
 4614  9224     0     4  2.20016e+04  0.00000e+00 -5.36506e-04    11
 4614  9224     0     4  1.13979e+04  0.00000e+00 -5.54339e-04   447
 4614  9224     0     4  1.18165e+04  0.00000e+00  1.13394e-03     5
 4614  9224     0     4  1.19357e+04  0.00000e+00  7.95174e-04     5
 4614  9224     0     4  1.23042e+04  0.00000e+00  5.63337e-04     9
 4614  9224     0     4  1.24577e+04  0.00000e+00 -1.04338e-03     9
 4614  9224     0     4  1.30746e+04  0.00000e+00  8.45125e-04     8
 4614  9224     0     4  4.62271e+04  0.00000e+00 -4.88667e-04   332
 4614  9224     0     4  1.38527e+04  0.00000e+00 -8.61452e-04     4
 4614  9224     0     4  1.40645e+04  0.00000e+00 -9.46778e-04     4
 4614  9224     0     4  1.44279e+04  0.00000e+00 -9.79003e-04     4
 4614  9224     0     4  1.48765e+04  0.00000e+00  9.22120e-04     8
 4614  9224     0     4  1.48929e+04  0.00000e+00 -7.26186e-04     8
 4614  9224     0     4  1.55086e+04  0.00000e+00 -4.64653e-04   447
 4614  9224     0     4  1.55121e+04  0.00000e+00 -1.11716e-03     5
 4614  9224     0     4  1.57055e+04  0.00000e+00  9.54089e-04     9
 4614  9224     0     4  1.76377e+04  0.00000e+00 -1.39141e-03     9
 4614  9224     0     4  1.63870e+04  0.00000e+00  6.06710e-04   441
 4614  9224     0     4  1.69418e+04  0.00000e+00 -6.70634e-04     9
 4614  9224     0     4  1.74325e+04  0.00000e+00  1.51681e-03     9
 4614  9224     0     4  1.79147e+04  0.00000e+00 -4.63819e-04   445
 4614  9224     0     4  1.81435e+04  0.00000e+00  1.44740e-03     9
 4614  9224     0     4  1.84048e+04  0.00000e+00  4.19505e-04    10
 4614  9224     0     4  1.86351e+04  0.00000e+00 -1.00890e-03     5
 4614  9224     0     4  1.91508e+04  0.00000e+00 -7.16234e-04     4
 4614  9224     0     4  1.93886e+04  0.00000e+00  1.00117e-03     6
 4614  9224     0     4  1.98249e+04  0.00000e+00 -6.72879e-04     9
 4614  9224     0     4  1.95353e+04  0.00000e+00  1.23171e-03     9
 4614  9224     0     4  3.46359e+05  0.00000e+00  1.06432e-03     5
 4614  9224     0     4  2.04334e+04  0.00000e+00 -4.94228e-04     8
 4614  9224     0     4  2.12804e+04  0.00000e+00  7.66484e-04     5
 4614  9224     0     4  2.14717e+04  0.00000e+00 -1.11985e-03     9
 4614  9224     0     4  2.68651e+04  0.00000e+00  1.26402e-03     9
 4614  9224     0     4  2.15430e+04  0.00000e+00  7.84249e-04     4
 4614  9224     0     4  2.17150e+04  0.00000e+00  1.00934e-03     5
 4614  9224     0     4  2.19288e+04  0.00000e+00 -8.58023e-04     5
 4614  9224     0     4  2.28174e+04  0.00000e+00  6.01819e-04     5
 4614  9224     0     4  2.26418e+04  0.00000e+00  8.43309e-04     5
 4614  9224     0     4  2.29505e+04  0.00000e+00  6.13455e-04     9
 4614  9224     0     4  2.42249e+04  0.00000e+00  5.76509e-04     9
 4614  9224     0     4  2.41322e+04  0.00000e+00 -9.39730e-04     9
 4614  9224     0     4  2.46308e+04  0.00000e+00  1.29613e-03     4
 4614  9224     0     4  2.57522e+04  0.00000e+00 -8.33449e-04     7
 4614  9224     0     4  2.59687e+04  0.00000e+00 -6.90092e-04     5
 4614  9224     0     4  2.67407e+04  0.00000e+00  1.59596e-03     4
 4614  9224     0     4  2.71573e+04  0.00000e+00 -8.69164e-04     8
 4614  9224     0     4  2.72356e+04  0.00000e+00 -8.37109e-04     5
