#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 4614  9224     0     4  1.00729e+04  0.00000e+00  6.44289e-04  4264
 4614  9224     0     4  6.07079e+04  0.00000e+00 -1.93369e-03  4156
 4614  9224     0     4  8.61886e+03  0.00000e+00 -7.66924e-04  3170
 4614  9224     0     4  1.03353e+04  0.00000e+00  8.18995e-04  3148
 4614  9224     0     4  8.74315e+03  0.00000e+00  7.22516e-04  4284
 4614  9224     0     4  2.36749e+04  0.00000e+00  6.55499e-04  3144
 4614  9224     0     4  1.75118e+04  0.00000e+00  5.68817e-04  2502
 4614  9224     0     4  4.68990e+03  0.00000e+00  8.07956e-04  4280
 4614  9224     0     4  1.33942e+04  0.00000e+00 -8.31344e-04  7736
 4614  9224     0     4  8.65273e+03  0.00000e+00  1.47170e-03  3206
 4614  9224     0     4  1.52924e+04  0.00000e+00 -7.23823e-04  7530
 4614  9224     0     4  7.55052e+03  0.00000e+00  6.78928e-04  5922
 4614  9224     0     4  4.74074e+03  0.00000e+00  2.47916e-03  7764
 4614  9224     0     4  1.34035e+04  0.00000e+00 -7.93051e-04  3156
 4614  9224     0     4  2.43772e+04  0.00000e+00 -8.69252e-04  3128
 4614  9224     0     4  1.63666e+04  0.00000e+00  7.08124e-04  5038
 4614  9224     0     4  7.16539e+03  0.00000e+00 -9.05593e-04  5022
 4614  9224     0     4  1.37552e+04  0.00000e+00  6.95344e-04  8878
 4614  9224     0     4  2.06304e+04  0.00000e+00 -6.49495e-04  6930
 4614  9224     0     4  9.63568e+03  0.00000e+00 -6.76111e-04  8618
 4614  9224     0     4  1.35483e+04  0.00000e+00 -8.96547e-04  3088
 4614  9224     0     4  2.32497e+04  0.00000e+00  7.31337e-04  6796
 4614  9224     0     4  9.11922e+03  0.00000e+00 -9.52071e-04  7700
 4614  9224     0     4  1.87973e+04  0.00000e+00 -1.02365e-03  3184
 4614  9224     0     4  9.55275e+03  0.00000e+00 -6.46676e-04  5072
 4614  9224     0     4  2.35563e+04  0.00000e+00 -1.48902e-03  2470
 4614  9224     0     4  1.33622e+04  0.00000e+00 -6.76536e-04  7448
 4614  9224     0     4  1.61821e+04  0.00000e+00 -6.96798e-04  6716
 4614  9224     0     4  1.15187e+04  0.00000e+00 -7.29795e-04  5124
 4614  9224     0     4  1.40461e+04  0.00000e+00  1.97017e-03  5692
 4614  9224     0     4  7.09346e+03  0.00000e+00  8.03081e-04  2364
 4614  9224     0     4  4.69394e+03  0.00000e+00  6.78026e-04  3152
 4614  9224     0     4  1.86338e+04  0.00000e+00 -7.30020e-04  3133
 4614  9224     0     4  1.11683e+04  0.00000e+00 -1.15005e-03  3134
 4614  9224     0     4  1.67611e+04  0.00000e+00  6.51402e-04  3112
 4614  9224     0     4  5.16231e+03  0.00000e+00  8.90512e-04  7324
 4614  9224     0     4  6.16252e+03  0.00000e+00  9.09179e-04  3160
 4614  9224     0     4  9.74758e+03  0.00000e+00  7.61810e-04  5004
 4614  9224     0     4  2.05737e+04  0.00000e+00 -7.43988e-04  3166
 4614  9224     0     4  2.75931e+04  0.00000e+00 -1.76739e-03  5132
 4614  9224     0     4  9.95374e+03  0.00000e+00 -7.13793e-04   193
 4614  9224     0     4  6.17068e+03  0.00000e+00 -8.45501e-04  3168
 4614  9224     0     4  6.27373e+03  0.00000e+00  1.07008e-03  2820
 4614  9224     0     4  1.43845e+04  0.00000e+00  9.60570e-04  3102
 4614  9224     0     4  5.69322e+03  0.00000e+00  1.86129e-03  1212
 4614  9224     0     4  1.11037e+04  0.00000e+00  6.88818e-04  3888
 4614  9224     0     4  8.60455e+03  0.00000e+00  9.29832e-04  6800
 4614  9224     0     4  3.22664e+04  0.00000e+00 -9.13433e-04  7796
 4614  9224     0     4  3.40845e+04  0.00000e+00 -6.73533e-04  6634
 4614  9224     0     4  5.37199e+03  0.00000e+00  9.07805e-04  1854
 4614  9224     0     4  1.64464e+04  0.00000e+00 -7.75809e-04  3134
 4614  9224     0     4  1.17926e+04  0.00000e+00 -6.84783e-04  2282
 4614  9224     0     4  3.72229e+04  0.00000e+00  1.05985e-03  3290
 4614  9224     0     4  8.78720e+03  0.00000e+00  6.80970e-04  1412
 4614  9224     0     4  1.39686e+04  0.00000e+00  6.50915e-04  1468
 4614  9224     0     4  5.94633e+03  0.00000e+00 -9.23259e-04  7692
 4614  9224     0     4  4.94189e+03  0.00000e+00  6.25665e-04  4156
 4614  9224     0     4  1.02224e+04  0.00000e+00 -7.13585e-04  3166
 4614  9224     0     4  2.51003e+04  0.00000e+00  7.03430e-04   133
 4614  9224     0     4  1.81521e+04  0.00000e+00  8.29158e-04  2236
 4614  9224     0     4  1.35505e+04  0.00000e+00 -1.11931e-03  3110
 4614  9224     0     4  1.49192e+05  0.00000e+00 -7.17955e-04  3116
 4614  9224     0     4  1.41378e+04  0.00000e+00 -8.76481e-04  3174
 4614  9224     0     4  9.44337e+03  0.00000e+00 -1.64467e-03  1540
 4614  9224     0     4  1.64986e+04  0.00000e+00  7.19295e-04  3198
 4614  9224     0     4  9.36476e+03  0.00000e+00  1.24341e-03  7526
 4614  9224     0     4  7.25667e+03  0.00000e+00  6.82750e-04  7720
 4614  9224     0     4  9.05014e+03  0.00000e+00  8.41391e-04  8836
 4614  9224     0     4  1.07819e+04  0.00000e+00  8.22591e-04  3124
 4614  9224     0     4  1.25807e+04  0.00000e+00 -7.65123e-04  1616
 4614  9224     0     4  5.65390e+03  0.00000e+00 -8.29634e-04  2748
 4614  9224     0     4  9.05444e+03  0.00000e+00 -8.52901e-04  7718
