0 0 0 0  3.900195312499999956e-01   0.000000000000000000e+00 
0 1 0 1  3.918164062500000266e-01   0.000000000000000000e+00 
1 0 1 0  3.922656250000000067e-01   0.000000000000000000e+00 
1 1 1 1  3.885449218750000044e-01   0.000000000000000000e+00 
2 0 2 0  3.892675781250000133e-01   0.000000000000000000e+00 
2 1 2 1  3.943652343749999845e-01   0.000000000000000000e+00 
3 0 3 0  3.925878906249999911e-01   0.000000000000000000e+00 
3 1 3 1  3.866406250000000155e-01   0.000000000000000000e+00 
4 0 4 0  3.918359375000000089e-01   0.000000000000000000e+00 
4 1 4 1  3.925683593750000089e-01   0.000000000000000000e+00 
5 0 5 0  3.894335937500000289e-01   0.000000000000000000e+00 
5 1 5 1  3.899121093749999822e-01   0.000000000000000000e+00 
6 0 6 0  3.938085937499999911e-01   0.000000000000000000e+00 
6 1 6 1  3.874902343750000200e-01   0.000000000000000000e+00 
7 0 7 0  3.875878906249999867e-01   0.000000000000000000e+00 
7 1 7 1  3.917480468750000333e-01   0.000000000000000000e+00 
8 0 8 0  3.923730468750000200e-01   0.000000000000000000e+00 
8 1 8 1  3.894726562499999933e-01   0.000000000000000000e+00 
9 0 9 0  3.915332031250000067e-01   0.000000000000000000e+00 
9 1 9 1  3.905566406250000067e-01   0.000000000000000000e+00 
10 0 10 0  3.937011718750000333e-01   0.000000000000000000e+00 
10 1 10 1  3.889160156250000000e-01   0.000000000000000000e+00 
11 0 11 0  3.933105468750000000e-01   0.000000000000000000e+00 
11 1 11 1  3.892089843750000111e-01   0.000000000000000000e+00 
12 0 12 0  3.890917968750000067e-01   0.000000000000000000e+00 
12 1 12 1  3.927148437499999867e-01   0.000000000000000000e+00 
13 0 13 0  3.916894531250000311e-01   0.000000000000000000e+00 
13 1 13 1  3.883203124999999867e-01   0.000000000000000000e+00 
14 0 14 0  3.875292968749999845e-01   0.000000000000000000e+00 
14 1 14 1  3.948730468750000222e-01   0.000000000000000000e+00 
15 0 15 0  3.946582031249999956e-01   0.000000000000000000e+00 
15 1 15 1  3.860253906250000200e-01   0.000000000000000000e+00 
16 0 16 0  3.932324218750000155e-01   0.000000000000000000e+00 
16 1 16 1  3.907714843750000333e-01   0.000000000000000000e+00 
17 0 17 0  3.911035156250000089e-01   0.000000000000000000e+00 
17 1 17 1  3.922753906249999978e-01   0.000000000000000000e+00 
18 0 18 0  3.882714843750000311e-01   0.000000000000000000e+00 
18 1 18 1  3.923339843750000000e-01   0.000000000000000000e+00 
19 0 19 0  3.872753906249999933e-01   0.000000000000000000e+00 
19 1 19 1  3.920605468750000266e-01   0.000000000000000000e+00 
20 0 20 0  3.900097656250000044e-01   0.000000000000000000e+00 
20 1 20 1  3.909863281250000044e-01   0.000000000000000000e+00 
21 0 21 0  3.917480468750000333e-01   0.000000000000000000e+00 
21 1 21 1  3.876269531250000067e-01   0.000000000000000000e+00 
22 0 22 0  3.930566406250000089e-01   0.000000000000000000e+00 
22 1 22 1  3.917382812499999867e-01   0.000000000000000000e+00 
23 0 23 0  3.911035156250000089e-01   0.000000000000000000e+00 
23 1 23 1  3.919921875000000333e-01   0.000000000000000000e+00 
24 0 24 0  3.902832031250000333e-01   0.000000000000000000e+00 
24 1 24 1  3.917871093749999978e-01   0.000000000000000000e+00 
25 0 25 0  3.887304687500000022e-01   0.000000000000000000e+00 
25 1 25 1  3.910742187500000355e-01   0.000000000000000000e+00 
26 0 26 0  3.912011718750000311e-01   0.000000000000000000e+00 
26 1 26 1  3.924316406250000222e-01   0.000000000000000000e+00 
27 0 27 0  3.922167968749999956e-01   0.000000000000000000e+00 
27 1 27 1  3.897167968749999933e-01   0.000000000000000000e+00 
28 0 28 0  3.917089843750000133e-01   0.000000000000000000e+00 
28 1 28 1  3.880859375000000333e-01   0.000000000000000000e+00 
29 0 29 0  3.896582031249999911e-01   0.000000000000000000e+00 
29 1 29 1  3.903613281250000178e-01   0.000000000000000000e+00 
30 0 30 0  3.887695312500000222e-01   0.000000000000000000e+00 
30 1 30 1  3.894726562499999933e-01   0.000000000000000000e+00 
31 0 31 0  3.896484375000000000e-01   0.000000000000000000e+00 
31 1 31 1  3.887695312500000222e-01   0.000000000000000000e+00 
32 0 32 0  3.888574218749999978e-01   0.000000000000000000e+00 
32 1 32 1  3.919238281249999845e-01   0.000000000000000000e+00 
33 0 33 0  3.944140624999999956e-01   0.000000000000000000e+00 
