#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 4614  9224     0     4  5.65934e+06  0.00000e+00  2.48920e-04    10
 4614  9222     0     6  2.84943e+08  0.00000e+00  2.75140e-04     4
 4614  9224     0     4  1.00657e+08  0.00000e+00  7.76146e-04     8
 4614  9224     0     4  1.10741e+06  0.00000e+00 -3.52589e-04     9
 4614  9224     0     4  1.11673e+06  0.00000e+00  3.02004e-04    10
 4614  9224     0     4  6.94290e+06  0.00000e+00  4.31128e-04     4
 4614  9224     0     4  1.35039e+06  0.00000e+00  3.60613e-04     8
 4614  9224     0     4  1.70117e+07  0.00000e+00  1.85934e-04   113
 4614  9224     0     4  1.05950e+07  0.00000e+00  4.38831e-04     9
 4614  9224     0     4  6.45481e+06  0.00000e+00  3.27704e-04     9
 4614  9224     0     4  3.11115e+06  0.00000e+00 -3.21455e-04     9
 4614  9224     0     4  3.26540e+06  0.00000e+00 -1.87950e-04     4
 4614  9220     0     8  5.43032e+08  0.00000e+00 -1.87688e-04    57
 4614  9224     0     4  7.76851e+05  0.00000e+00  2.18486e-04     4
 4614  9224     0     4  2.22844e+06  0.00000e+00 -5.24117e-04     9
 4614  9224     0     4  3.60501e+06  0.00000e+00 -1.62144e-04     5
 4614  9224     0     4  2.07488e+07  0.00000e+00 -3.88575e-04     4
 4614  9224     0     4  7.36994e+06  0.00000e+00  7.12682e-04     9
 4614  9224     0     4  1.31601e+06  0.00000e+00 -4.42021e-04     5
 4614  9224     0     4  6.28457e+05  0.00000e+00  1.97977e-04     4
 4614  9224     0     4  1.61516e+06  0.00000e+00  1.41740e-04     8
 4614  9224     0     4  1.88453e+07  0.00000e+00 -4.20567e-04     9
 4614  9224     0     4  2.53146e+06  0.00000e+00 -1.87684e-04     4
 4614  9224     0     4  8.79532e+06  0.00000e+00 -1.96960e-04     7
 4614  9224     0     4  2.07168e+06  0.00000e+00 -2.92806e-04     5
 4614  9224     0     4  1.10988e+06  0.00000e+00  2.17219e-04     5
 4614  9224     0     4  1.99264e+06  0.00000e+00  3.05116e-04     4
 4614  9224     0     4  4.13588e+05  0.00000e+00 -3.13203e-04     4
 4614  9224     0     4  4.06102e+06  0.00000e+00  2.63993e-04     8
 4614  9224     0     4  8.06344e+05  0.00000e+00  3.92975e-04     5
 4614  9224     0     4  1.36061e+06  0.00000e+00 -5.38570e-04     8
 4614  9224     0     4  8.15948e+06  0.00000e+00 -5.29070e-04     9
 4614  9224     0     4  1.35409e+06  0.00000e+00 -7.31453e-04     9
 4614  9224     0     4  5.60853e+07  0.00000e+00  3.69682e-04     9
 4614  9224     0     4  4.72133e+06  0.00000e+00  1.39539e-04   828
 4614  9224     0     4  3.71682e+06  0.00000e+00 -1.88241e-04     8
 4614  9224     0     4  1.51358e+07  0.00000e+00  2.28720e-04     8
 4614  9224     0     4  6.57724e+06  0.00000e+00  7.13343e-04     9
 4614  9224     0     4  5.98767e+07  0.00000e+00  2.71271e-04     4
 4614  9224     0     4  6.14245e+07  0.00000e+00 -3.64658e-04     8
 4614  9216     0    12  1.76523e+09  0.00000e+00  1.60526e-04   415
 4614  9224     0     4  3.33869e+06  0.00000e+00 -6.27434e-04     9
 4614  9224     0     4  7.61191e+06  0.00000e+00 -2.59919e-04     9
 4614  9220     0     8  6.08599e+08  0.00000e+00  2.88860e-04    10
 4614  9224     0     4  2.96594e+05  0.00000e+00  3.84727e-04     8
 4614  9224     0     4  5.91897e+06  0.00000e+00 -3.44220e-04     9
 4614  9224     0     4  5.66539e+05  0.00000e+00  2.21446e-04     8
 4614  9224     0     4  5.88002e+05  0.00000e+00  3.42534e-04     9
 4614  9224     0     4  8.49432e+06  0.00000e+00  4.37534e-04     9
 4614  9224     0     4  2.45365e+07  0.00000e+00  2.25985e-04    10
 4614  9224     0     4  3.68771e+06  0.00000e+00  5.21795e-04     5
 4614  9224     0     4  4.47849e+06  0.00000e+00  3.11598e-04     4
 4614  9224     0     4  5.97812e+06  0.00000e+00  4.23117e-04     9
 4614  9224     0     4  2.40872e+06  0.00000e+00 -3.25322e-04     5
 4614  9224     0     4  3.23939e+07  0.00000e+00 -2.02206e-04     4
 4614  9224     0     4  1.29100e+08  0.00000e+00  1.36143e-04  1010
 4614  9216     0    12  2.51404e+09  0.00000e+00  2.50140e-04   864
 4614  9224     0     4  6.57924e+07  0.00000e+00  5.38029e-04     9
 4614  9224     0     4  5.66468e+05  0.00000e+00 -1.95226e-04    10
 4614  9224     0     4  2.84279e+05  0.00000e+00  2.73249e-04     8
 4614  9224     0     4  2.96832e+05  0.00000e+00  2.76981e-04     4
 4614  9224     0     4  1.14685e+07  0.00000e+00  2.70293e-04     5
 4614  9224     0     4  1.16550e+06  0.00000e+00  2.12800e-04    10
 4614  9223     0     5  2.26435e+08  0.00000e+00  2.14096e-04     9
 4614  9224     0     4  4.15410e+06  0.00000e+00  1.44438e-04     8
 4614  9224     0     4  6.71177e+06  0.00000e+00 -2.50410e-04     7
 4614  9224     0     4  7.59339e+05  0.00000e+00 -3.24892e-04    10
 4614  9224     0     4  3.91779e+06  0.00000e+00  1.22356e-04   533
 4614  9224     0     4  1.01742e+08  0.00000e+00  1.29079e-04   137
 4614  9224     0     4  5.91357e+06  0.00000e+00  5.35427e-04     8
 4614  9224     0     4  1.74591e+06  0.00000e+00 -3.45695e-04     5
 4614  9224     0     4  1.71419e+07  0.00000e+00  3.06360e-04     9
 4614  9224     0     4  1.57339e+07  0.00000e+00 -2.41921e-04     9
 4614  9224     0     4  2.89029e+07  0.00000e+00  2.48778e-04     7
 4614  9224     0     4  5.27760e+06  0.00000e+00 -4.34817e-04    10
 4614  9224     0     4  1.69730e+06  0.00000e+00 -2.78223e-04     4
 4614  9224     0     4  2.88409e+05  0.00000e+00 -2.49365e-04     8
 4614  9223     0     5  3.05768e+08  0.00000e+00 -6.87299e-04     9
 4614  9224     0     4  5.19860e+05  0.00000e+00 -5.78155e-04     9
 4614  9224     0     4  1.86997e+07  0.00000e+00 -4.56832e-04     8
 4614  9224     0     4  6.52469e+06  0.00000e+00 -2.92142e-04     4
 4614  9224     0     4  2.85285e+05  0.00000e+00  3.68410e-04     9
 4614  9224     0     4  8.84387e+05  0.00000e+00 -2.34407e-04     4
 4614  9224     0     4  1.50446e+07  0.00000e+00 -8.61697e-04     9
 4614  9224     0     4  1.32360e+07  0.00000e+00 -3.13402e-04     7
 4614  9224     0     4  2.22844e+06  0.00000e+00 -2.37274e-04     8
 4614  9224     0     4  2.79889e+07  0.00000e+00 -2.29541e-04     5
 4614  9224     0     4  3.15479e+07  0.00000e+00 -6.96896e-04     8
 4614  9224     0     4  1.58100e+07  0.00000e+00  2.44724e-04    10
 4614  9224     0     4  4.05665e+06  0.00000e+00 -2.78674e-04    11
 4614  9224     0     4  3.18139e+06  0.00000e+00  2.83173e-04     7
 4614  9224     0     4  1.34376e+07  0.00000e+00  2.22586e-04     8
 4614  9224     0     4  7.97390e+05  0.00000e+00 -2.11826e-04     5
 4614  9224     0     4  1.39346e+06  0.00000e+00 -3.32050e-04     9
 4614  9224     0     4  9.55206e+06  0.00000e+00 -3.48703e-04     8
 4614  9224     0     4  5.45519e+06  0.00000e+00  5.05253e-04     9
 4614  9224     0     4  2.51128e+07  0.00000e+00 -4.37413e-04     9
 4614  9224     0     4  1.36115e+07  0.00000e+00  2.13212e-04     9
 4614  9224     0     4  7.44675e+06  0.00000e+00  4.04517e-04     9
 4614  9224     0     4  2.98111e+06  0.00000e+00 -4.14517e-04     9
 4614  9224     0     4  4.21009e+06  0.00000e+00 -5.02608e-04     8
 4614  9224     0     4  2.95658e+05  0.00000e+00  2.49900e-04     9
 4614  9224     0     4  4.09603e+06  0.00000e+00  4.06669e-04     9
