0 0 0 0  5.026562500000000266e-01   0.000000000000000000e+00 
0 1 0 1  5.012499999999999734e-01   0.000000000000000000e+00 
1 0 1 0  4.946093750000000178e-01   0.000000000000000000e+00 
1 1 1 1  5.136718750000000000e-01   0.000000000000000000e+00 
2 0 2 0  5.073437499999999822e-01   0.000000000000000000e+00 
2 1 2 1  4.857812499999999978e-01   0.000000000000000000e+00 
3 0 3 0  4.966406250000000022e-01   0.000000000000000000e+00 
3 1 3 1  5.089843750000000444e-01   0.000000000000000000e+00 
4 0 4 0  5.044531250000000577e-01   0.000000000000000000e+00 
4 1 4 1  4.889843750000000266e-01   0.000000000000000000e+00 
5 0 5 0  4.995312500000000377e-01   0.000000000000000000e+00 
5 1 5 1  4.997656249999999911e-01   0.000000000000000000e+00 
6 0 6 0  5.125781249999999956e-01   0.000000000000000000e+00 
6 1 6 1  4.946093750000000178e-01   0.000000000000000000e+00 
7 0 7 0  4.869531249999999867e-01   0.000000000000000000e+00 
7 1 7 1  5.060937500000000089e-01   0.000000000000000000e+00 
8 0 8 0  4.965625000000000178e-01   0.000000000000000000e+00 
8 1 8 1  5.074218750000000222e-01   0.000000000000000000e+00 
9 0 9 0  5.122656250000000577e-01   0.000000000000000000e+00 
9 1 9 1  4.825781250000000244e-01   0.000000000000000000e+00 
10 0 10 0  4.842968750000000155e-01   0.000000000000000000e+00 
10 1 10 1  5.157031250000000400e-01   0.000000000000000000e+00 
11 0 11 0  5.113281250000000222e-01   0.000000000000000000e+00 
11 1 11 1  4.859375000000000222e-01   0.000000000000000000e+00 
12 0 12 0  4.976562500000000222e-01   0.000000000000000000e+00 
12 1 12 1  5.122656250000000577e-01   0.000000000000000000e+00 
13 0 13 0  4.983593749999999933e-01   0.000000000000000000e+00 
13 1 13 1  4.883593749999999845e-01   0.000000000000000000e+00 
14 0 14 0  5.003906249999999778e-01   0.000000000000000000e+00 
14 1 14 1  5.055468750000000622e-01   0.000000000000000000e+00 
15 0 15 0  4.961718749999999845e-01   0.000000000000000000e+00 
15 1 15 1  4.979687500000000155e-01   0.000000000000000000e+00 
16 0 16 0  5.058593750000000000e-01   0.000000000000000000e+00 
16 1 16 1  4.896093750000000133e-01   0.000000000000000000e+00 
17 0 17 0  4.857812499999999978e-01   0.000000000000000000e+00 
17 1 17 1  5.160937500000000178e-01   0.000000000000000000e+00 
18 0 18 0  5.114062500000000622e-01   0.000000000000000000e+00 
18 1 18 1  4.859375000000000222e-01   0.000000000000000000e+00 
19 0 19 0  4.814062500000000355e-01   0.000000000000000000e+00 
19 1 19 1  5.178906250000000488e-01   0.000000000000000000e+00 
20 0 20 0  5.202343750000000266e-01   0.000000000000000000e+00 
20 1 20 1  4.827343749999999933e-01   0.000000000000000000e+00 
21 0 21 0  4.802343749999999911e-01   0.000000000000000000e+00 
21 1 21 1  5.141406250000000178e-01   0.000000000000000000e+00 
22 0 22 0  5.095312499999999911e-01   0.000000000000000000e+00 
22 1 22 1  4.886718750000000333e-01   0.000000000000000000e+00 
23 0 23 0  4.917187500000000377e-01   0.000000000000000000e+00 
