0 0 0 0  5.042968749999999778e-01   0.000000000000000000e+00 
0 1 0 1  4.971875000000000044e-01   0.000000000000000000e+00 
1 0 1 0  5.009375000000000355e-01   0.000000000000000000e+00 
1 1 1 1  4.992187499999999889e-01   0.000000000000000000e+00 
2 0 2 0  4.968750000000000111e-01   0.000000000000000000e+00 
2 1 2 1  5.070312500000000444e-01   0.000000000000000000e+00 
3 0 3 0  4.997656249999999911e-01   0.000000000000000000e+00 
3 1 3 1  5.000781250000000400e-01   0.000000000000000000e+00 
4 0 4 0  5.068749999999999645e-01   0.000000000000000000e+00 
4 1 4 1  4.872656250000000355e-01   0.000000000000000000e+00 
5 0 5 0  4.964843750000000333e-01   0.000000000000000000e+00 
5 1 5 1  5.042968749999999778e-01   0.000000000000000000e+00 
6 0 6 0  4.984375000000000333e-01   0.000000000000000000e+00 
6 1 6 1  5.019531250000000000e-01   0.000000000000000000e+00 
7 0 7 0  5.017968750000000311e-01   0.000000000000000000e+00 
7 1 7 1  4.982031250000000244e-01   0.000000000000000000e+00 
8 0 8 0  4.929687500000000111e-01   0.000000000000000000e+00 
8 1 8 1  5.014062500000000533e-01   0.000000000000000000e+00 
9 0 9 0  5.003125000000000488e-01   0.000000000000000000e+00 
9 1 9 1  5.000000000000000000e-01   0.000000000000000000e+00 
10 0 10 0  4.968750000000000111e-01   0.000000000000000000e+00 
10 1 10 1  5.019531250000000000e-01   0.000000000000000000e+00 
11 0 11 0  4.956250000000000377e-01   0.000000000000000000e+00 
11 1 11 1  5.019531250000000000e-01   0.000000000000000000e+00 
12 0 12 0  4.931250000000000355e-01   0.000000000000000000e+00 
12 1 12 1  5.135156250000000311e-01   0.000000000000000000e+00 
13 0 13 0  4.995312500000000377e-01   0.000000000000000000e+00 
13 1 13 1  4.934375000000000289e-01   0.000000000000000000e+00 
14 0 14 0  5.010937500000000044e-01   0.000000000000000000e+00 
14 1 14 1  5.009375000000000355e-01   0.000000000000000000e+00 
15 0 15 0  4.971875000000000044e-01   0.000000000000000000e+00 
15 1 15 1  4.969531249999999956e-01   0.000000000000000000e+00 
16 0 16 0  5.012499999999999734e-01   0.000000000000000000e+00 
16 1 16 1  4.949218750000000111e-01   0.000000000000000000e+00 
17 0 17 0  4.942187499999999845e-01   0.000000000000000000e+00 
17 1 17 1  5.030468750000000044e-01   0.000000000000000000e+00 
18 0 18 0  5.128125000000000044e-01   0.000000000000000000e+00 
18 1 18 1  4.900781250000000311e-01   0.000000000000000000e+00 
19 0 19 0  4.896874999999999978e-01   0.000000000000000000e+00 
19 1 19 1  5.122656250000000577e-01   0.000000000000000000e+00 
20 0 20 0  5.082812500000000178e-01   0.000000000000000000e+00 
20 1 20 1  4.989843750000000355e-01   0.000000000000000000e+00 
21 0 21 0  4.823437500000000155e-01   0.000000000000000000e+00 
21 1 21 1  5.098437500000000400e-01   0.000000000000000000e+00 
22 0 22 0  5.123437499999999867e-01   0.000000000000000000e+00 
22 1 22 1  4.891406249999999956e-01   0.000000000000000000e+00 
23 0 23 0  5.007812499999999556e-01   0.000000000000000000e+00 
23 1 23 1  5.073437499999999822e-01   0.000000000000000000e+00 
24 0 24 0  4.941406250000000000e-01   0.000000000000000000e+00 
24 1 24 1  5.027343749999999556e-01   0.000000000000000000e+00 
25 0 25 0  4.912500000000000200e-01   0.000000000000000000e+00 
25 1 25 1  5.014062500000000533e-01   0.000000000000000000e+00 
26 0 26 0  4.967187499999999867e-01   0.000000000000000000e+00 
26 1 26 1  5.029687499999999645e-01   0.000000000000000000e+00 
27 0 27 0  5.074218750000000222e-01   0.000000000000000000e+00 
27 1 27 1  4.924999999999999933e-01   0.000000000000000000e+00 
28 0 28 0  4.907812500000000022e-01   0.000000000000000000e+00 
28 1 28 1  5.046093750000000266e-01   0.000000000000000000e+00 
29 0 29 0  5.085156250000000266e-01   0.000000000000000000e+00 
29 1 29 1  4.921875000000000000e-01   0.000000000000000000e+00 
30 0 30 0  4.882031250000000155e-01   0.000000000000000000e+00 
30 1 30 1  5.067968750000000355e-01   0.000000000000000000e+00 
31 0 31 0  5.102343750000000178e-01   0.000000000000000000e+00 
31 1 31 1  4.909375000000000266e-01   0.000000000000000000e+00 
32 0 32 0  4.953906250000000289e-01   0.000000000000000000e+00 
32 1 32 1  5.042187500000000488e-01   0.000000000000000000e+00 
33 0 33 0  4.987500000000000266e-01   0.000000000000000000e+00 
33 1 33 1  5.025000000000000577e-01   0.000000000000000000e+00 
34 0 34 0  5.167187500000000044e-01   0.000000000000000000e+00 
