00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug  6 18:33:19 2024
00001  0.26923 0.00000 0.00000 73728000 0         0       : Tue Aug  6 19:06:30 2024
00002  0.26931 0.00000 0.00000 32849920 0         0       : Tue Aug  6 19:37:00 2024
00003  0.26903 0.00000 0.00000 32849920 0         0       : Tue Aug  6 20:07:25 2024
00004  0.26946 0.00000 0.00000 32849920 0         0       : Tue Aug  6 20:37:53 2024
00005  0.26922 0.00000 0.00000 32849920 0         0       : Tue Aug  6 21:08:21 2024
00006  0.26933 0.00000 0.00000 32849920 0         0       : Tue Aug  6 21:38:42 2024
00007  0.26935 0.00000 0.00000 32849920 0         0       : Tue Aug  6 22:09:07 2024
00008  0.26944 0.00000 0.00000 32849920 0         0       : Tue Aug  6 22:39:29 2024
00009  0.26918 0.00000 0.00000 32849920 0         0       : Tue Aug  6 23:10:01 2024
00010  0.26905 0.00000 0.00000 32849920 0         0       : Tue Aug  6 23:40:27 2024
00011  0.26922 0.00000 0.00000 32849920 0         0       : Wed Aug  7 00:11:00 2024
00012  0.26929 0.00000 0.00000 32849920 0         0       : Wed Aug  7 00:41:11 2024
00013  0.26920 0.00000 0.00000 32849920 0         0       : Wed Aug  7 01:11:33 2024
00014  0.26914 0.00000 0.00000 32849920 0         0       : Wed Aug  7 01:41:54 2024
00015  0.26948 0.00000 0.00000 32849920 0         0       : Wed Aug  7 02:12:19 2024
00016  0.26925 0.00000 0.00000 32849920 0         0       : Wed Aug  7 02:42:41 2024
00017  0.26920 0.00000 0.00000 32849920 0         0       : Wed Aug  7 03:13:03 2024
00018  0.26911 0.00000 0.00000 32849920 0         0       : Wed Aug  7 03:43:29 2024
00019  0.26907 0.00000 0.00000 32849920 0         0       : Wed Aug  7 04:13:52 2024
00020  0.26899 0.00000 0.00000 32849920 0         0       : Wed Aug  7 04:44:16 2024
00021  0.26907 0.00000 0.00000 32849920 0         0       : Wed Aug  7 05:14:39 2024
00022  0.26914 0.00000 0.00000 32849920 0         0       : Wed Aug  7 05:45:08 2024
00023  0.26910 0.00000 0.00000 32849920 0         0       : Wed Aug  7 06:15:31 2024
00024  0.26916 0.00000 0.00000 32849920 0         0       : Wed Aug  7 06:45:57 2024
00025  0.26918 0.00000 0.00000 32849920 0         0       : Wed Aug  7 07:16:19 2024
00026  0.26948 0.00000 0.00000 32849920 0         0       : Wed Aug  7 07:46:48 2024
00027  0.26913 0.00000 0.00000 32849920 0         0       : Wed Aug  7 08:17:15 2024
00028  0.26899 0.00000 0.00000 32849920 0         0       : Wed Aug  7 08:47:36 2024
00029  0.26912 0.00000 0.00000 32849920 0         0       : Wed Aug  7 09:17:59 2024
00030  0.26917 0.00000 0.00000 32849920 0         0       : Wed Aug  7 09:48:21 2024
00031  0.26896 0.00000 0.00000 32849920 0         0       : Wed Aug  7 10:18:43 2024
00032  0.26906 0.00000 0.00000 32849920 0         0       : Wed Aug  7 10:49:06 2024
00033  0.26915 0.00000 0.00000 32849920 0         0       : Wed Aug  7 11:19:31 2024
