#step,residue,       energy,           # of electrons
 0  0.000977369224 -227.365558125903 64.000000
 1  0.000536180339 -98.015006033914 64.000000
 2  0.000322927912 -28.489758154438 64.000000
 3  0.000281936425 9.582330534806 64.000000
 4  0.000269139283 22.999946339888 64.000000
 5  0.000227934108 18.830713842016 64.000000
 6  0.000180869478 8.365663492990 64.000000
 7  0.000133993007 -2.597833993982 64.000000
 8  0.000092968067 -11.435013821814 64.000000
 9  0.000062955662 -17.573338790087 64.000000
 10  0.000043714360 -21.544143552861 64.000000
 11  0.000032695088 -24.036237238427 64.000000
 12  0.000027004692 -25.587485403189 64.000000
 13  0.000024211372 -26.559474024889 64.000000
 14  0.000022750507 -27.180344016980 64.000000
 15  0.000021834890 -27.589630538340 64.000000
 16  0.000021128966 -27.871286600612 64.000000
 17  0.000020502201 -28.075378250060 64.000000
 18  0.000019906304 -28.231628654991 64.000000
 19  0.000019324100 -28.357656558742 64.000000
 20  0.000018749876 -28.463916538818 64.000000
 21  0.000018182119 -28.556637201751 64.000000
 22  0.000017620880 -28.639559969827 64.000000
 23  0.000017066814 -28.714964755650 64.000000
 24  0.000016520815 -28.784273574984 64.000000
 25  0.000015983866 -28.848405063684 64.000000
 26  0.000015456960 -28.907982256610 64.000000
 27  0.000014941050 -28.963454047803 64.000000
 28  0.000014437017 -29.015165940847 64.000000
 29  0.000013945647 -29.063401056210 64.000000
 30  0.000013467617 -29.108403733559 64.000000
 31  0.000013003484 -29.150392985708 64.000000
 32  0.000012553684 -29.189570069418 64.000000
 33  0.000012118532 -29.226122677024 64.000000
 34  0.000011698229 -29.260227215552 64.000000
 35  0.000011292867 -29.292050028863 64.000000
 36  0.000010902437 -29.321748058192 64.000000
 37  0.000010526842 -29.349469224327 64.000000
 38  0.000010165906 -29.375352689869 64.000000
 39  0.000009819384 -29.399529086968 64.000000
 40  0.000009486975 -29.422120753441 64.000000
 41  0.000009168328 -29.443241995846 64.000000
 42  0.000008863052 -29.462999384553 64.000000
 43  0.000008570728 -29.481492078613 64.000000
 44  0.000008290912 -29.498812174795 64.000000
 45  0.000008023146 -29.515045073807 64.000000
 46  0.000007766958 -29.530269856648 64.000000
 47  0.000007521876 -29.544559664561 64.000000
 48  0.000007287424 -29.557982076909 64.000000
 49  0.000007063130 -29.570599482275 64.000000
