 1  -1.3620803116 
 2  -1.3620803116 
 3  -0.9405221908 
 4  -0.9405221908 
 5  -0.9405221908 
 6  -0.9405221908 
 7  -0.9405221908 
 8  -0.9405221908 
 9  -0.9405221908 
 10  -0.9405221908 
 11  -0.5554259151 
 12  -0.5554259151 
 13  -0.5554259151 
 14  -0.5554259151 
 15  -0.5554259151 
 16  -0.5554259151 
 17  -0.5554259151 
 18  -0.5554259151 
 19  -0.0929091449 
 20  -0.0929091449 
 21  -0.0929091449 
 22  -0.0929091449 
 23  -0.0929091449 
 24  -0.0929091449 
 25  -0.0929091449 
 26  -0.0929091449 
 27  0.1591789839 
 28  0.1591789840 
 29  0.1591789840 
 30  0.1591789840 
 31  0.1591790779 
 32  0.1591790780 
 33  0.1591790780 
 34  0.1591790780 
 35  0.1591791005 
 36  0.1591791006 
 37  0.1591791006 
 38  0.1591791006 
 39  0.1591791946 
 40  0.1591791946 
 41  0.1591791946 
 42  0.1591791947 
 43  0.3812914749 
 44  0.3812914749 
 45  0.3812914847 
 46  0.3812914847 
 47  0.3812915674 
 48  0.3812915674 
 49  0.3812915774 
 50  0.3812915774 
 51  0.4290190049 
 52  0.4290190049 
 53  0.4290190049 
 54  0.4290190049 
 55  0.4290190049 
 56  0.4290190049 
 57  0.4290190049 
 58  0.4290190049 
 59  0.4290190050 
 60  0.4290190050 
 61  0.4290190050 
 62  0.4290190050 
 63  0.4290190051 
 64  0.4290190051 
 65  7.5709809949 
 66  7.5709809949 
 67  7.5709809950 
 68  7.5709809950 
 69  7.5709809950 
 70  7.5709809950 
 71  7.5709809951 
 72  7.5709809951 
 73  7.5709809951 
 74  7.5709809951 
 75  7.5709809951 
 76  7.5709809951 
 77  7.5709809951 
 78  7.5709809951 
 79  7.6187084226 
 80  7.6187084226 
 81  7.6187084326 
 82  7.6187084326 
 83  7.6187085153 
 84  7.6187085153 
 85  7.6187085251 
 86  7.6187085251 
 87  7.8408208053 
 88  7.8408208054 
 89  7.8408208054 
 90  7.8408208054 
 91  7.8408208994 
 92  7.8408208994 
 93  7.8408208994 
 94  7.8408208995 
 95  7.8408209220 
 96  7.8408209220 
 97  7.8408209220 
 98  7.8408209221 
 99  7.8408210160 
 100  7.8408210160 
 101  7.8408210160 
 102  7.8408210161 
 103  8.0929091449 
 104  8.0929091449 
 105  8.0929091449 
 106  8.0929091449 
 107  8.0929091449 
 108  8.0929091449 
 109  8.0929091449 
 110  8.0929091449 
 111  8.5554259151 
 112  8.5554259151 
 113  8.5554259151 
 114  8.5554259151 
 115  8.5554259151 
 116  8.5554259151 
 117  8.5554259151 
 118  8.5554259151 
 119  8.9405221908 
 120  8.9405221908 
 121  8.9405221908 
 122  8.9405221908 
 123  8.9405221908 
 124  8.9405221908 
 125  8.9405221908 
 126  8.9405221908 
 127  9.3620803116 
 128  9.3620803116 
