#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 5130 10258     0     2  6.28518e+03  0.00000e+00 -3.86567e-03     8
 5130 10258     0     2  6.28284e+03  0.00000e+00 -6.57475e-03   774
 5130 10258     0     2  6.27972e+03  0.00000e+00 -7.10772e-03   774
 5130 10258     0     2  6.26781e+03  0.00000e+00  4.01446e-03  9450
 5130 10258     0     2  6.27891e+03  0.00000e+00 -3.28105e-03  6468
 5130 10258     0     2  6.28240e+03  0.00000e+00 -3.44770e-03  6484
 5130 10258     0     2  6.28344e+03  0.00000e+00  7.23131e-03   774
 5130 10258     0     2  6.29065e+03  0.00000e+00 -4.27321e-03  9478
 5130 10258     0     2  6.29791e+03  0.00000e+00  3.37464e-03  8178
 5130 10258     0     2  6.29835e+03  0.00000e+00  6.92941e-03   774
 5130 10258     0     2  6.30201e+03  0.00000e+00  6.52341e-03   774
 5130 10258     0     2  6.29836e+03  0.00000e+00  6.16987e-03   774
 5130 10258     0     2  6.32045e+03  0.00000e+00 -6.26027e-03   774
 5130 10258     0     2  6.31355e+03  0.00000e+00  6.52627e-03   774
 5130 10258     0     2  6.31293e+03  0.00000e+00 -4.04908e-03     8
 5130 10258     0     2  6.32518e+03  0.00000e+00  3.88245e-03  5678
 5130 10258     0     2  6.32713e+03  0.00000e+00 -4.91345e-03   774
 5130 10258     0     2  6.33719e+03  0.00000e+00  3.04044e-03  4062
 5130 10258     0     2  6.31876e+03  0.00000e+00 -4.97135e-03     8
 5130 10258     0     2  6.32148e+03  0.00000e+00  1.37009e-02   774
 5130 10258     0     2  6.34185e+03  0.00000e+00 -3.76255e-03   774
 5130 10258     0     2  6.34738e+03  0.00000e+00  4.09906e-03   774
 5130 10258     0     2  6.34707e+03  0.00000e+00 -6.00135e-03   774
 5130 10258     0     2  6.34667e+03  0.00000e+00  3.89777e-03     8
 5130 10258     0     2  6.35275e+03  0.00000e+00  4.02611e-03   774
 5130 10258     0     2  6.36211e+03  0.00000e+00 -9.15494e-03     8
 5130 10258     0     2  6.34820e+03  0.00000e+00 -3.98010e-03  5058
 5130 10258     0     2  6.34664e+03  0.00000e+00 -3.28530e-03  4964
 5130 10258     0     2  6.33504e+03  0.00000e+00 -4.34801e-03  6358
 5130 10258     0     2  6.34142e+03  0.00000e+00 -4.43591e-03  5710
 5130 10258     0     2  6.33399e+03  0.00000e+00  3.42295e-03  9758
 5130 10258     0     2  6.35791e+03  0.00000e+00 -4.63660e-03     8
 5130 10258     0     2  6.37185e+03  0.00000e+00 -9.37590e-03   774
 5130 10258     0     2  6.37868e+03  0.00000e+00 -4.14949e-03  5208
 5130 10258     0     2  6.38744e+03  0.00000e+00 -4.43141e-03   774
