 1  -1.8791288978 
 2  -1.8791283097 
 3  -1.5720376469 
 4  -1.5720370840 
 5  -1.4798972426 
 6  -1.4798967380 
 7  -1.3800360041 
 8  -1.3800352031 
 9  -1.0567169353 
 10  -1.0567167136 
 11  -1.0323154077 
 12  -1.0323145843 
 13  -0.8852493893 
 14  -0.8852490900 
 15  -0.8202190731 
 16  -0.8202186455 
 17  -0.7912940081 
 18  -0.7912931025 
 19  -0.4354076672 
 20  -0.4354074573 
 21  -0.3975739767 
 22  -0.3975736087 
 23  -0.3685624193 
 24  -0.3685623010 
 25  -0.2501960926 
 26  -0.2501956993 
 27  -0.0814989094 
 28  -0.0814974411 
 29  0.0455405999 
 30  0.0455411868 
 31  0.0483896091 
 32  0.0483899513 
 33  0.0509096329 
 34  0.0509099347 
 35  0.0536745625 
 36  0.0536750355 
 37  0.0701095088 
 38  0.0701097583 
 39  0.1198141139 
 40  0.1198141731 
 41  0.1350450044 
 42  0.1350451175 
 43  0.2951186094 
 44  0.2951187562 
 45  0.3290832676 
 46  0.3290833386 
 47  0.3386497226 
 48  0.3386498403 
 49  0.3399500411 
 50  0.3399501109 
 51  1.4659247552 
 52  1.4659252929 
 53  1.6712449810 
 54  1.6712468168 
 55  1.7089186799 
 56  1.7089186825 
 57  1.9016196019 
 58  1.9016202844 
 59  2.0096687929 
 60  2.0096704240 
 61  2.3031802896 
 62  2.3031814860 
 63  2.3305012320 
 64  2.3305019644 
 65  2.3581067523 
 66  2.3581087865 
 67  2.3659638156 
 68  2.3659642358 
 69  2.4777719625 
 70  2.4777725152 
 71  2.5947951809 
 72  2.5947952564 
 73  2.7191807957 
 74  2.7191811943 
 75  2.7219510465 
 76  2.7219514587 
 77  3.0163880465 
 78  3.0163880603 
 79  5.6651792382 
 80  5.6651793356 
 81  5.7700758304 
 82  5.7700760951 
 83  5.8626597885 
 84  5.8626599701 
 85  6.0016710096 
 86  6.0016714330 
 87  6.2216137669 
 88  6.2216143433 
 89  6.3025394042 
 90  6.3025394327 
 91  6.4425751498 
 92  6.4425757381 
 93  6.7745582317 
 94  6.7745589128 
 95  6.8331461926 
 96  6.8331468880 
 97  6.8563142692 
 98  6.8563150685 
 99  6.9158927475 
 100  6.9158932520 
 101  7.0591760778 
 102  7.0591770292 
 103  7.2984488734 
 104  7.2984489085 
 105  7.3317485945 
 106  7.3317486340 
 107  7.3383793689 
 108  7.3383794132 
 109  7.5987886724 
 110  7.5987887928 
 111  7.6155366834 
 112  7.6155367086 
 113  7.6886514629 
 114  7.6886516321 
 115  7.7014735580 
 116  7.7014737338 
 117  7.9748561383 
 118  7.9748562041 
 119  8.0096442494 
 120  8.0096443047 
 121  8.1337883515 
 122  8.1337884723 
 123  8.1341038245 
 124  8.1341039282 
 125  8.6731758248 
 126  8.6731758501 
 127  8.7546219716 
 128  8.7546220214 
