00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Wed Jul 31 00:59:48 2024
00001  0.27466 0.00000 0.00000 3276800  0         0       : Wed Jul 31 01:00:24 2024
00002  0.27380 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:00:35 2024
00003  0.27474 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:00:41 2024
00004  0.27283 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:00:46 2024
00005  0.27255 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:00:52 2024
00006  0.27444 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:00:58 2024
00007  0.27483 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:04 2024
00008  0.27315 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:09 2024
00009  0.27476 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:15 2024
00010  0.27354 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:20 2024
00011  0.27324 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:26 2024
00012  0.27386 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:31 2024
00013  0.27372 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:36 2024
00014  0.27450 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:42 2024
00015  0.27270 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:47 2024
00016  0.27272 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:52 2024
00017  0.27367 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:01:58 2024
00018  0.27360 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:04 2024
00019  0.27316 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:09 2024
00020  0.27370 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:14 2024
00021  0.27324 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:20 2024
00022  0.27407 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:25 2024
00023  0.27321 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:30 2024
00024  0.27364 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:36 2024
00025  0.27338 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:41 2024
00026  0.27455 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:47 2024
00027  0.27351 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:52 2024
00028  0.27422 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:02:57 2024
00029  0.27410 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:03 2024
00030  0.27426 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:08 2024
00031  0.27399 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:13 2024
00032  0.27357 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:18 2024
00033  0.27383 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:24 2024
00034  0.27381 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:29 2024
00035  0.27340 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:34 2024
00036  0.27423 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:39 2024
00037  0.27337 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:45 2024
00038  0.27540 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:50 2024
00039  0.27499 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:03:55 2024
00040  0.27352 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:00 2024
00041  0.27544 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:06 2024
00042  0.27360 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:11 2024
00043  0.27365 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:16 2024
00044  0.27429 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:22 2024
00045  0.27420 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:27 2024
00046  0.27330 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:32 2024
00047  0.27374 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:37 2024
00048  0.27307 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:42 2024
00049  0.27392 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:48 2024
00050  0.27416 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:53 2024
00051  0.27385 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:04:58 2024
00052  0.27418 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:03 2024
00053  0.27338 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:08 2024
00054  0.27409 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:14 2024
00055  0.27486 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:19 2024
00056  0.27339 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:24 2024
00057  0.27352 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:29 2024
00058  0.27341 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:34 2024
00059  0.27531 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:40 2024
00060  0.27468 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:45 2024
00061  0.27436 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:50 2024
00062  0.27520 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:05:55 2024
00063  0.27452 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:00 2024
00064  0.27549 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:06 2024
00065  0.27399 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:11 2024
00066  0.27431 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:16 2024
00067  0.27364 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:21 2024
00068  0.27445 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:26 2024
00069  0.27382 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:31 2024
00070  0.27473 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:37 2024
00071  0.27459 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:42 2024
00072  0.27339 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:47 2024
00073  0.27603 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:52 2024
00074  0.27480 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:06:57 2024
00075  0.27621 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:02 2024
00076  0.27371 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:08 2024
00077  0.27447 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:13 2024
00078  0.27365 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:18 2024
00079  0.27372 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:23 2024
00080  0.27302 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:28 2024
00081  0.27597 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:33 2024
00082  0.27357 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:39 2024
00083  0.27354 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:44 2024
00084  0.27529 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:49 2024
00085  0.27540 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:54 2024
00086  0.27363 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:07:59 2024
00087  0.27412 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:05 2024
00088  0.27461 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:10 2024
00089  0.27447 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:15 2024
00090  0.27550 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:20 2024
00091  0.27549 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:25 2024
00092  0.27457 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:30 2024
00093  0.27416 0.00000 0.00000 1654784  0         0       : Wed Jul 31 01:08:35 2024
