0 0 0 0  4.992138671874999933e-01   0.000000000000000000e+00 
0 1 0 1  5.008569335937500533e-01   0.000000000000000000e+00 
1 0 1 0  5.018981933593750222e-01   0.000000000000000000e+00 
1 1 1 1  4.986584472656250266e-01   0.000000000000000000e+00 
2 0 2 0  4.967932128906250022e-01   0.000000000000000000e+00 
2 1 2 1  5.023657226562500133e-01   0.000000000000000000e+00 
3 0 3 0  5.032873535156250355e-01   0.000000000000000000e+00 
3 1 3 1  4.975927734375000244e-01   0.000000000000000000e+00 
4 0 4 0  4.977465820312499956e-01   0.000000000000000000e+00 
4 1 4 1  5.021533203125000400e-01   0.000000000000000000e+00 
5 0 5 0  5.021984863281250266e-01   0.000000000000000000e+00 
5 1 5 1  4.978210449218750111e-01   0.000000000000000000e+00 
6 0 6 0  4.980737304687500311e-01   0.000000000000000000e+00 
6 1 6 1  5.016625976562499867e-01   0.000000000000000000e+00 
7 0 7 0  5.016772460937499734e-01   0.000000000000000000e+00 
7 1 7 1  4.991223144531249933e-01   0.000000000000000000e+00 
8 0 8 0  5.024230957031250444e-01   0.000000000000000000e+00 
8 1 8 1  4.976318359374999889e-01   0.000000000000000000e+00 
9 0 9 0  4.962731933593750311e-01   0.000000000000000000e+00 
9 1 9 1  5.033898925781250533e-01   0.000000000000000000e+00 
10 0 10 0  5.030004882812499911e-01   0.000000000000000000e+00 
10 1 10 1  4.980639648437499845e-01   0.000000000000000000e+00 
11 0 11 0  4.980346679687500111e-01   0.000000000000000000e+00 
11 1 11 1  5.009802246093749689e-01   0.000000000000000000e+00 
12 0 12 0  5.023388671874999822e-01   0.000000000000000000e+00 
12 1 12 1  4.971252441406250333e-01   0.000000000000000000e+00 
13 0 13 0  4.971166992187500133e-01   0.000000000000000000e+00 
13 1 13 1  5.019213867187499734e-01   0.000000000000000000e+00 
14 0 14 0  5.019177246093750044e-01   0.000000000000000000e+00 
14 1 14 1  4.978771972656250155e-01   0.000000000000000000e+00 
15 0 15 0  4.981335449218750044e-01   0.000000000000000000e+00 
