00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Thu Aug  1 16:40:21 2024
00001  0.27024 0.00000 0.00000 10240000 0         0       : Thu Aug  1 16:46:30 2024
00002  0.26972 0.00000 0.00000 2129920  0         0       : Thu Aug  1 16:51:35 2024
00003  0.26971 0.00000 0.00000 2129920  0         0       : Thu Aug  1 16:56:41 2024
00004  0.27052 0.00000 0.00000 2129920  0         0       : Thu Aug  1 17:01:40 2024
00005  0.27016 0.00000 0.00000 2129920  0         0       : Thu Aug  1 17:06:30 2024
