 0 0 -0.131742 0.000000
 0 1 -0.011379 0.000000
 0 2 -0.014488 0.000000
 0 3 0.253063 0.000000
 0 4 0.028583 0.000000
 0 5 -0.110183 0.000000
 0 6 -0.069237 0.000000
 0 7 -0.157391 0.000000
 0 8 -0.112530 0.000000
 0 9 -0.062570 0.000000
 0 10 -0.269962 0.000000
 0 11 -0.049024 0.000000
 0 12 -0.017078 0.000000
 0 13 0.001626 0.000000
 0 14 -0.030512 0.000000
 0 15 -0.147017 0.000000
 0 16 0.032159 0.000000
 0 17 0.192318 0.000000
 0 18 -0.060404 0.000000
 0 19 0.022262 0.000000
 0 20 0.187787 0.000000
 0 21 0.214192 0.000000
 0 22 0.009637 0.000000
 0 23 -0.087360 0.000000
 0 24 -0.078420 0.000000
 0 25 0.079958 0.000000
 0 26 -0.040489 0.000000
 0 27 0.007136 0.000000
 0 28 0.123261 0.000000
 0 29 0.018875 0.000000
 0 30 -0.186671 0.000000
 0 31 -0.125543 0.000000
 0 32 -0.030707 0.000000
 0 33 -0.045518 0.000000
 0 34 -0.134435 0.000000
 0 35 -0.084490 0.000000
 0 36 0.029587 0.000000
 0 37 -0.016994 0.000000
 0 38 -0.044760 0.000000
 0 39 0.118926 0.000000
 0 40 -0.072266 0.000000
 0 41 -0.023494 0.000000
 0 42 -0.106544 0.000000
 0 43 -0.070659 0.000000
 0 44 0.049654 0.000000
 0 45 0.087697 0.000000
 0 46 0.048723 0.000000
 0 47 0.076838 0.000000
 0 48 -0.069592 0.000000
 0 49 0.041137 0.000000
 0 50 -0.094023 0.000000
 0 51 -0.081189 0.000000
 0 52 -0.012425 0.000000
 0 53 0.128655 0.000000
 0 54 0.124078 0.000000
 0 55 0.012523 0.000000
 0 56 -0.103452 0.000000
 0 57 0.012260 0.000000
 0 58 -0.059834 0.000000
 0 59 0.060902 0.000000
 0 60 -0.073937 0.000000
 0 61 -0.046221 0.000000
 0 62 0.035325 0.000000
 0 63 -0.070745 0.000000
 1 0 -0.183918 0.000000
 1 1 -0.070548 0.000000
 1 2 -0.013030 0.000000
 1 3 0.010881 0.000000
 1 4 -0.093052 0.000000
 1 5 -0.198809 0.000000
 1 6 -0.119736 0.000000
 1 7 -0.166374 0.000000
 1 8 -0.072189 0.000000
 1 9 0.002598 0.000000
 1 10 0.023641 0.000000
 1 11 0.057355 0.000000
 1 12 -0.008926 0.000000
 1 13 -0.091878 0.000000
 1 14 -0.012076 0.000000
 1 15 -0.043672 0.000000
 1 16 0.011350 0.000000
 1 17 -0.013200 0.000000
 1 18 -0.077202 0.000000
 1 19 0.005226 0.000000
 1 20 0.038354 0.000000
 1 21 -0.015495 0.000000
 1 22 0.052917 0.000000
 1 23 0.048323 0.000000
 1 24 0.015754 0.000000
 1 25 -0.035258 0.000000
 1 26 -0.130606 0.000000
 1 27 0.016790 0.000000
 1 28 0.108792 0.000000
 1 29 0.005721 0.000000
 1 30 -0.000867 0.000000
 1 31 0.009497 0.000000
 1 32 0.019308 0.000000
 1 33 -0.021783 0.000000
 1 34 -0.110355 0.000000
 1 35 0.069160 0.000000
 1 36 0.171366 0.000000
 1 37 0.027856 0.000000
 1 38 -0.031012 0.000000
