 1  -2.5200710591 
 2  -2.5200710591 
 3  -1.9919920139 
 4  -1.9919920139 
 5  -1.9616508335 
 6  -1.9616508335 
 7  -1.9616508335 
 8  -1.9616508335 
 9  -1.8689175562 
 10  -1.8689175562 
 11  -1.4174157989 
 12  -1.4174157989 
 13  -1.3696681596 
 14  -1.3696681596 
 15  -1.3696681596 
 16  -1.3696681596 
 17  -1.3609622207 
 18  -1.3609622207 
 19  -0.6115061326 
 20  -0.6115061326 
 21  -0.6057752360 
 22  -0.6057752360 
 23  -0.6057752360 
 24  -0.6057752360 
 25  -0.5876130090 
 26  -0.5876130090 
 27  -0.1023303095 
 28  -0.1023303095 
 29  -0.1023303095 
 30  -0.1023303095 
 31  -0.0997763481 
 32  -0.0997763481 
 33  -0.0949780219 
 34  -0.0949780219 
 35  -0.0902144022 
 36  -0.0902144022 
 37  -0.0646626305 
 38  -0.0646626305 
 39  -0.0546615464 
 40  -0.0546615464 
 41  -0.0546615463 
 42  -0.0546615463 
 43  0.4902867398 
 44  0.4902867398 
 45  0.4950981555 
 46  0.4950981555 
 47  0.5561150859 
 48  0.5561150859 
 49  0.5561150860 
 50  0.5561150860 
 51  1.2420430542 
 52  1.2420430542 
 53  1.2420430545 
 54  1.2420430545 
 55  1.3874169608 
 56  1.3874169608 
 57  1.3874318613 
 58  1.3874318613 
 59  1.4680981356 
 60  1.4680981356 
 61  1.5055103802 
 62  1.5055103802 
 63  1.5230590868 
 64  1.5230590868 
 65  1.5277290223 
 66  1.5277290223 
 67  1.5631851302 
 68  1.5631851302 
 69  1.5662093085 
 70  1.5662093085 
 71  1.5662093099 
 72  1.5662093099 
 73  1.5675880353 
 74  1.5675880353 
 75  1.7824763318 
 76  1.7824763318 
 77  1.7824763320 
 78  1.7824763320 
 79  2.4768351389 
 80  2.4768351389 
 81  2.4768351391 
 82  2.4768351391 
 83  2.7149216380 
 84  2.7149216380 
 85  2.8215222824 
 86  2.8215222824 
 87  3.0441584718 
 88  3.0441584718 
 89  3.1587151055 
 90  3.1587151055 
 91  3.1587151057 
 92  3.1587151057 
 93  3.2534896754 
 94  3.2534896754 
 95  3.3687681536 
 96  3.3687681536 
 97  3.3821317331 
 98  3.3821317331 
 99  3.3821317331 
 100  3.3821317331 
 101  3.4288062501 
 102  3.4288062501 
 103  3.6771620716 
 104  3.6771620716 
 105  3.7187343468 
 106  3.7187343468 
 107  3.7187343469 
 108  3.7187343469 
 109  3.7976950636 
 110  3.7976950636 
 111  4.4224427552 
 112  4.4224427552 
 113  4.5584871682 
 114  4.5584871682 
 115  4.5584871682 
 116  4.5584871682 
 117  4.5675453670 
 118  4.5675453670 
 119  4.9445568794 
 120  4.9445568794 
 121  5.0512969713 
 122  5.0512969713 
 123  5.0512969713 
 124  5.0512969713 
 125  5.2827132471 
 126  5.2827132471 
 127  5.6710075093 
 128  5.6710075093 
