#step,residue,       energy,           # of electrons
 0  0.000864303688 -140.265025095672 50.000000
 1  0.000432159198 -101.227805476713 50.000000
 2  0.000216083534 -81.709883739689 50.000000
 3  0.000108052245 -71.950813231369 50.000000
 4  0.000054058832 -67.071099458282 50.000000
 5  0.000027134041 -64.630967763448 50.000000
 6  0.000013897081 -63.410474094462 50.000000
 7  0.000007918795 -62.799557471375 50.000000
 8  0.000006206779 -62.493048765944 50.000000
 9  0.000006758421 -62.338148330551 50.000000
 10  0.000008250655 -62.258125750916 50.000000
 11  0.000010279597 -62.214115675023 50.000000
 12  0.000012817485 -62.185948225861 50.000000
 13  0.000015922940 -62.162497762613 50.000000
 14  0.000019655764 -62.136837036873 50.000000
 15  0.000024032887 -62.103942521542 50.000000
 16  0.000028979760 -62.059997212086 50.000000
 17  0.000034275566 -62.002987882466 50.000000
 18  0.000039517821 -61.934355055288 50.000000
 19  0.000044151922 -61.860837848046 50.000000
 20  0.000047595383 -61.794813527420 50.000000
 21  0.000049417787 -61.751712415356 50.000000
 22  0.000049473165 -61.745172529914 50.000000
 23  0.000047908707 -61.782615583169 50.000000
 24  0.000045069622 -61.863562960965 50.000000
 25  0.000041376169 -61.980902240696 50.000000
 26  0.000037229729 -62.123741972376 50.000000
 27  0.000032962380 -62.280334082884 50.000000
 28  0.000028820494 -62.440181280406 50.000000
 29  0.000024968498 -62.595123461932 50.000000
 30  0.000021502168 -62.739594665120 50.000000
 31  0.000018464773 -62.870366695551 50.000000
 32  0.000015862369 -62.986060840891 50.000000
 33  0.000013676475 -63.086618137745 50.000000
 34  0.000011873639 -63.172830677529 50.000000
 35  0.000010412137 -63.245973419284 50.000000
 36  0.000009246468 -63.307539118926 50.000000
 37  0.000008330406 -63.359061632606 50.000000
 38  0.000007619269 -63.402007477096 50.000000
 39  0.000007071751 -63.437716347895 50.000000
 40  0.000006651339 -63.467374642758 50.000000
 41  0.000006327168 -63.492009916200 50.000000
 42  0.000006074218 -63.512497678115 50.000000
 43  0.000005872950 -63.529574732828 50.000000
 44  0.000005708569 -63.543855319427 50.000000
 45  0.000005570146 -63.555847767815 50.000000
 46  0.000005449759 -63.565970366171 50.000000
 47  0.000005341751 -63.574565772768 50.000000
 48  0.000005242127 -63.581913702656 50.000000
 49  0.000005148096 -63.588241855831 50.000000
 50  0.000005057729 -63.593735184437 50.000000
 51  0.000004969711 -63.598543660922 50.000000
 52  0.000004883158 -63.602788733016 50.000000
 53  0.000004797494 -63.606568651872 50.000000
 54  0.000004712360 -63.609962847482 50.000000
 55  0.000004627547 -63.613035507388 50.000000
 56  0.000004542954 -63.615838494559 50.000000
 57  0.000004458552 -63.618413720572 50.000000
 58  0.000004374364 -63.620795071929 50.000000
 59  0.000004290447 -63.623009971108 50.000000
 60  0.000004206878 -63.625080639894 50.000000
 61  0.000004123749 -63.627025120538 50.000000
 62  0.000004041157 -63.628858100282 50.000000
 63  0.000003959203 -63.630591576399 50.000000
 64  0.000003877986 -63.632235392040 50.000000
 65  0.000003797600 -63.633797667471 50.000000
 66  0.000003718135 -63.635285146705 50.000000
 67  0.000003639676 -63.636703475719 50.000000
 68  0.000003562299 -63.638057425394 50.000000
 69  0.000003486074 -63.639351069836 50.000000
 70  0.000003411062 -63.640587928682 50.000000
 71  0.000003337317 -63.641771080392 50.000000
 72  0.000003264886 -63.642903252174 50.000000
 73  0.000003193810 -63.643986891125 50.000000
 74  0.000003124120 -63.645024220302 50.000000
 75  0.000003055844 -63.646017282714 50.000000
 76  0.000002989001 -63.646967975673 50.000000
 77  0.000002923605 -63.647878077461 50.000000
 78  0.000002859667 -63.648749267901 50.000000
 79  0.000002797190 -63.649583144121 50.000000
 80  0.000002736175 -63.650381232514 50.000000
 81  0.000002676618 -63.651144997759 50.000000
 82  0.000002618512 -63.651875849540 50.000000
 83  0.000002561845 -63.652575147502 50.000000
 84  0.000002506604 -63.653244204872 50.000000
 85  0.000002452774 -63.653884291075 50.000000
 86  0.000002400335 -63.654496633611 50.000000
 87  0.000002349269 -63.655082419398 50.000000
 88  0.000002299552 -63.655642795749 50.000000
 89  0.000002251163 -63.656178871094 50.000000
 90  0.000002204076 -63.656691715555 50.000000
 91  0.000002158266 -63.657182361439 50.000000
 92  0.000002113709 -63.657651803692 50.000000
 93  0.000002070376 -63.658101000367 50.000000
 94  0.000002028241 -63.658530873113 50.000000
 95  0.000001987277 -63.658942307722 50.000000
 96  0.000001947456 -63.659336154719 50.000000
 97  0.000001908751 -63.659713230017 50.000000
 98  0.000001871134 -63.660074315632 50.000000
 99  0.000001834578 -63.660420160450 50.000000
 100  0.000001799055 -63.660751481048 50.000000
 101  0.000001764539 -63.661068962563 50.000000
 102  0.000001731003 -63.661373259593 50.000000
 103  0.000001698421 -63.661664997135 50.000000
 104  0.000001666766 -63.661944771546 50.000000
 105  0.000001636013 -63.662213151522 50.000000
 106  0.000001606138 -63.662470679085 50.000000
 107  0.000001577115 -63.662717870584 50.000000
 108  0.000001548920 -63.662955217679 50.000000
 109  0.000001521529 -63.663183188340 50.000000
 110  0.000001494920 -63.663402227813 50.000000
 111  0.000001469070 -63.663612759594 50.000000
 112  0.000001443956 -63.663815186365 50.000000
 113  0.000001419558 -63.664009890925 50.000000
 114  0.000001395853 -63.664197237089 50.000000
 115  0.000001372821 -63.664377570561 50.000000
 116  0.000001350442 -63.664551219792 50.000000
 117  0.000001328697 -63.664718496791 50.000000
 118  0.000001307567 -63.664879697927 50.000000
 119  0.000001287031 -63.665035104687 50.000000
 120  0.000001267074 -63.665184984411 50.000000
 121  0.000001247676 -63.665329590999 50.000000
 122  0.000001228821 -63.665469165583 50.000000
 123  0.000001210492 -63.665603937172 50.000000
 124  0.000001192673 -63.665734123271 50.000000
 125  0.000001175347 -63.665859930470 50.000000
 126  0.000001158499 -63.665981555002 50.000000
 127  0.000001142115 -63.666099183282 50.000000
 128  0.000001126179 -63.666212992410 50.000000
 129  0.000001110677 -63.666323150659 50.000000
