 0 0 -0.092803 0.000000
 0 1 -0.064857 0.000000
 0 2 0.025821 0.000000
 0 3 0.036560 0.000000
 0 4 0.028945 0.000000
 0 5 -0.026600 0.000000
 0 6 -0.013726 0.000000
 0 7 -0.014008 0.000000
 0 8 0.026257 0.000000
 0 9 0.063597 0.000000
 0 10 0.080493 0.000000
 0 11 0.013185 0.000000
 0 12 0.056359 0.000000
 0 13 -0.000523 0.000000
 0 14 -0.018376 0.000000
 0 15 0.028927 0.000000
 0 16 0.051761 0.000000
 0 17 0.052504 0.000000
 0 18 -0.055554 0.000000
 0 19 -0.143877 0.000000
 0 20 -0.000106 0.000000
 0 21 -0.020586 0.000000
 0 22 -0.058212 0.000000
 0 23 0.018385 0.000000
 0 24 0.024868 0.000000
 0 25 -0.020836 0.000000
 0 26 -0.161809 0.000000
 0 27 -0.134895 0.000000
 0 28 0.090872 0.000000
 0 29 0.072678 0.000000
 0 30 -0.013651 0.000000
 0 31 0.028642 0.000000
 0 32 -0.025838 0.000000
 0 33 -0.059469 0.000000
 0 34 -0.190674 0.000000
 0 35 -0.195449 0.000000
 0 36 -0.020329 0.000000
 0 37 -0.062994 0.000000
 0 38 -0.114126 0.000000
 0 39 -0.036002 0.000000
 0 40 0.068781 0.000000
 0 41 0.065241 0.000000
 0 42 -0.036086 0.000000
 0 43 -0.123546 0.000000
 0 44 -0.115371 0.000000
 0 45 -0.198819 0.000000
 0 46 -0.106112 0.000000
 0 47 0.018541 0.000000
 0 48 0.151082 0.000000
 0 49 0.125440 0.000000
 0 50 0.108297 0.000000
 0 51 0.032548 0.000000
 0 52 -0.041470 0.000000
 0 53 -0.108465 0.000000
 0 54 -0.006341 0.000000
 0 55 0.099539 0.000000
 0 56 -0.023595 0.000000
 0 57 -0.041058 0.000000
 0 58 0.021064 0.000000
 0 59 0.017402 0.000000
 0 60 -0.023822 0.000000
 0 61 -0.079211 0.000000
 0 62 -0.004892 0.000000
 0 63 0.037685 0.000000
 1 0 -0.049597 0.000000
 1 1 -0.008129 0.000000
 1 2 0.071636 0.000000
 1 3 0.003536 0.000000
 1 4 -0.062573 0.000000
 1 5 -0.009732 0.000000
 1 6 -0.032348 0.000000
 1 7 -0.071260 0.000000
 1 8 0.033545 0.000000
 1 9 0.018477 0.000000
 1 10 0.099693 0.000000
 1 11 0.067963 0.000000
 1 12 0.064534 0.000000
 1 13 0.073110 0.000000
 1 14 0.018292 0.000000
 1 15 0.002284 0.000000
 1 16 0.052331 0.000000
 1 17 -0.068424 0.000000
 1 18 -0.044416 0.000000
 1 19 -0.015927 0.000000
 1 20 0.020677 0.000000
 1 21 0.061606 0.000000
 1 22 0.012338 0.000000
 1 23 0.036625 0.000000
 1 24 0.018543 0.000000
 1 25 -0.116117 0.000000
 1 26 -0.135433 0.000000
 1 27 -0.077742 0.000000
 1 28 -0.067916 0.000000
 1 29 -0.051462 0.000000
 1 30 -0.088362 0.000000
 1 31 -0.022400 0.000000
 1 32 0.001272 0.000000
 1 33 -0.044607 0.000000
 1 34 -0.028259 0.000000
 1 35 -0.012641 0.000000
 1 36 -0.062992 0.000000
 1 37 -0.093298 0.000000
 1 38 -0.176056 0.000000
 1 39 -0.092817 0.000000
 1 40 0.002160 0.000000
 1 41 0.018624 0.000000
 1 42 0.066008 0.000000
 1 43 0.024241 0.000000
 1 44 -0.061392 0.000000
 1 45 -0.049531 0.000000
 1 46 -0.083588 0.000000
 1 47 -0.096836 0.000000
 1 48 0.085206 0.000000
 1 49 0.096004 0.000000
 1 50 0.125429 0.000000
 1 51 -0.018748 0.000000
 1 52 -0.139659 0.000000
 1 53 -0.018256 0.000000
 1 54 0.037800 0.000000
 1 55 0.017828 0.000000
 1 56 0.016542 0.000000
